KeywordCount,Storage(Bytes)
1,144
2,272
3,400
4,528
5,656
6,784
7,912
8,1040
9,1168
10,1296
11,1424
12,1552
13,1680
14,1808
15,1936
16,2064
17,2192
18,2320
19,2448
20,2576
21,2704
22,2832
23,2960
24,3088
25,3216
26,3344
27,3472
28,3600
29,3728
30,3856
31,3984
32,4112
33,4240
34,4368
35,4496
36,4624
37,4752
38,4880
39,5008
40,5136
41,5264
42,5392
43,5520
44,5648
45,5776
46,5904
47,6032
48,6160
49,6288
50,6416
51,6544
52,6672
53,6800
54,6928
55,7056
56,7184
57,7312
58,7440
59,7568
60,7696
61,7824
62,7952
63,8080
64,8208
65,8336
66,8464
67,8592
68,8720
69,8848
70,8976
71,9104
72,9232
73,9360
74,9488
75,9616
76,9744
77,9872
78,10000
79,10128
80,10256
81,10384
82,10512
83,10640
84,10768
85,10896
86,11024
87,11152
88,11280
89,11408
90,11536
91,11664
92,11792
93,11920
94,12048
95,12176
96,12304
97,12432
98,12560
99,12688
100,12816
101,12944
102,13072
103,13200
104,13328
105,13456
106,13584
107,13712
108,13840
109,13968
110,14096
111,14224
112,14352
113,14480
114,14608
115,14736
116,14864
117,14992
118,15120
119,15248
120,15376
121,15504
122,15632
123,15760
124,15888
125,16016
126,16144
127,16272
128,16400
129,16528
130,16656
131,16784
132,16912
133,17040
134,17168
135,17296
136,17424
137,17552
138,17680
139,17808
140,17936
141,18064
142,18192
143,18320
144,18448
145,18576
146,18704
147,18832
148,18960
149,19088
150,19216
151,19344
152,19472
153,19600
154,19728
155,19856
156,19984
157,20112
158,20240
159,20368
160,20496
161,20624
162,20752
163,20880
164,21008
165,21136
166,21264
167,21392
168,21520
169,21648
170,21776
171,21904
172,22032
173,22160
174,22288
175,22416
176,22544
177,22672
178,22800
179,22928
180,23056
181,23184
182,23312
183,23440
184,23568
185,23696
186,23824
187,23952
188,24080
189,24208
190,24336
191,24464
192,24592
193,24720
194,24848
195,24976
196,25104
197,25232
198,25360
199,25488
200,25616
201,25744
202,25872
203,26000
204,26128
205,26256
206,26384
207,26512
208,26640
209,26768
210,26896
211,27024
212,27152
213,27280
214,27408
215,27536
216,27664
217,27792
218,27920
219,28048
220,28176
221,28304
222,28432
223,28560
224,28688
225,28816
226,28944
227,29072
228,29200
229,29328
230,29456
231,29584
232,29712
233,29840
234,29968
235,30096
236,30224
237,30352
238,30480
239,30608
240,30736
241,30864
242,30992
243,31120
244,31248
245,31376
246,31504
247,31632
248,31760
249,31888
250,32016
251,32144
252,32272
253,32400
254,32528
255,32656
256,32784
257,32912
258,33040
259,33168
260,33296
261,33424
262,33552
263,33680
264,33808
265,33936
266,34064
267,34192
268,34320
269,34448
270,34576
271,34704
272,34832
273,34960
274,35088
275,35216
276,35344
277,35472
278,35600
279,35728
280,35856
281,35984
282,36112
283,36240
284,36368
285,36496
286,36624
287,36752
288,36880
289,37008
290,37136
291,37264
292,37392
293,37520
294,37648
295,37776
296,37904
297,38032
298,38160
299,38288
300,38416
301,38544
302,38672
303,38800
304,38928
305,39056
306,39184
307,39312
308,39440
309,39568
310,39696
311,39824
312,39952
313,40080
314,40208
315,40336
316,40464
317,40592
318,40720
319,40848
320,40976
321,41104
322,41232
323,41360
324,41488
325,41616
326,41744
327,41872
328,42000
329,42128
330,42256
331,42384
332,42512
333,42640
334,42768
335,42896
336,43024
337,43152
338,43280
339,43408
340,43536
341,43664
342,43792
343,43920
344,44048
345,44176
346,44304
347,44432
348,44560
349,44688
350,44816
351,44944
352,45072
353,45200
354,45328
355,45456
356,45584
357,45712
358,45840
359,45968
360,46096
361,46224
362,46352
363,46480
364,46608
365,46736
366,46864
367,46992
368,47120
369,47248
370,47376
371,47504
372,47632
373,47760
374,47888
375,48016
376,48144
377,48272
378,48400
379,48528
380,48656
381,48784
382,48912
383,49040
384,49168
385,49296
386,49424
387,49552
388,49680
389,49808
390,49936
391,50064
392,50192
393,50320
394,50448
395,50576
396,50704
397,50832
398,50960
399,51088
400,51216
401,51344
402,51472
403,51600
404,51728
405,51856
406,51984
407,52112
408,52240
409,52368
410,52496
411,52624
412,52752
413,52880
414,53008
415,53136
416,53264
417,53392
418,53520
419,53648
420,53776
421,53904
422,54032
423,54160
424,54288
425,54416
426,54544
427,54672
428,54800
429,54928
430,55056
431,55184
432,55312
433,55440
434,55568
435,55696
436,55824
437,55952
438,56080
439,56208
440,56336
441,56464
442,56592
443,56720
444,56848
445,56976
446,57104
447,57232
448,57360
449,57488
450,57616
451,57744
452,57872
453,58000
454,58128
455,58256
456,58384
457,58512
458,58640
459,58768
460,58896
461,59024
462,59152
463,59280
464,59408
465,59536
466,59664
467,59792
468,59920
469,60048
470,60176
471,60304
472,60432
473,60560
474,60688
475,60816
476,60944
477,61072
478,61200
479,61328
480,61456
481,61584
482,61712
483,61840
484,61968
485,62096
486,62224
487,62352
488,62480
489,62608
490,62736
491,62864
492,62992
493,63120
494,63248
495,63376
496,63504
497,63632
498,63760
499,63888
500,64016
501,64144
502,64272
503,64400
504,64528
505,64656
506,64784
507,64912
508,65040
509,65168
510,65296
511,65424
512,65552
513,65680
514,65808
515,65936
516,66064
517,66192
518,66320
519,66448
