updtw1,updtw2,storage
10,10,888.8
10,11,921.04
10,12,953.28
10,13,985.52
10,14,1017.76
10,15,1050.0
10,16,1082.24
10,17,1114.48
10,18,1146.72
10,19,1178.96
10,20,1211.2
10,21,1243.44
10,22,1275.6799999999998
10,23,1307.92
10,24,1340.1599999999999
10,25,1372.4
10,26,1404.6399999999999
10,27,1436.88
10,28,1469.12
10,29,1501.36
10,30,1533.6
10,31,1565.84
10,32,1598.08
10,33,1630.32
10,34,1662.56
10,35,1694.8
10,36,1727.04
10,37,1759.28
10,38,1791.52
10,39,1823.76
10,40,1856.0
10,41,1888.24
10,42,1920.48
10,43,1952.72
10,44,1984.96
10,45,2017.2
10,46,2049.44
10,47,2081.68
10,48,2113.92
10,49,2146.16
10,50,2178.4
10,51,2210.64
10,52,2242.88
10,53,2275.12
10,54,2307.36
10,55,2339.6
10,56,2371.84
10,57,2404.08
10,58,2436.32
10,59,2468.56
10,60,2500.8
10,61,2533.04
10,62,2565.2799999999997
10,63,2597.52
10,64,2629.76
10,65,2662.0
10,66,2694.24
10,67,2726.48
10,68,2758.72
10,69,2790.96
10,70,2823.2
10,71,2855.44
10,72,2887.68
10,73,2919.92
10,74,2952.16
10,75,2984.4
10,76,3016.64
10,77,3048.88
10,78,3081.12
10,79,3113.36
10,80,3145.6
10,81,3177.84
10,82,3210.08
10,83,3242.32
10,84,3274.56
10,85,3306.8
10,86,3339.04
10,87,3371.2799999999997
10,88,3403.52
10,89,3435.76
10,90,3468.0
10,91,3500.24
10,92,3532.48
10,93,3564.72
10,94,3596.96
10,95,3629.2
10,96,3661.44
10,97,3693.68
10,98,3725.92
10,99,3758.16
10,100,3790.4
10,101,3822.64
10,102,3854.88
10,103,3887.12
10,104,3919.36
10,105,3951.6
10,106,3983.84
10,107,4016.08
10,108,4048.32
10,109,4080.56
10,110,4112.8
10,111,4145.04
10,112,4177.28
10,113,4209.52
10,114,4241.76
10,115,4274.0
10,116,4306.24
10,117,4338.48
10,118,4370.72
10,119,4402.96
10,120,4435.2
10,121,4467.44
10,122,4499.68
10,123,4531.92
10,124,4564.16
10,125,4596.4
10,126,4628.64
10,127,4660.88
10,128,4693.12
10,129,4725.36
10,130,4757.6
10,131,4789.84
10,132,4822.08
10,133,4854.32
10,134,4886.5599999999995
10,135,4918.8
10,136,4951.04
10,137,4983.28
10,138,5015.52
10,139,5047.76
10,140,5080.0
10,141,5112.24
10,142,5144.48
10,143,5176.72
10,144,5208.96
10,145,5241.2
10,146,5273.44
10,147,5305.68
10,148,5337.92
10,149,5370.16
10,150,5402.4
10,151,5434.64
10,152,5466.88
10,153,5499.12
10,154,5531.36
10,155,5563.6
10,156,5595.84
10,157,5628.08
10,158,5660.32
10,159,5692.5599999999995
10,160,5724.8
10,161,5757.04
10,162,5789.28
10,163,5821.52
10,164,5853.76
10,165,5886.0
10,166,5918.24
10,167,5950.48
10,168,5982.72
10,169,6014.96
10,170,6047.2
10,171,6079.44
10,172,6111.68
10,173,6143.92
10,174,6176.16
10,175,6208.4
10,176,6240.64
10,177,6272.88
10,178,6305.12
10,179,6337.36
10,180,6369.6
10,181,6401.84
10,182,6434.08
10,183,6466.32
10,184,6498.56
10,185,6530.8
10,186,6563.04
10,187,6595.28
10,188,6627.52
10,189,6659.76
10,190,6692.0
10,191,6724.24
10,192,6756.48
10,193,6788.72
10,194,6820.96
10,195,6853.2
10,196,6885.44
10,197,6917.68
10,198,6949.92
10,199,6982.16
10,200,7014.4
10,201,7046.64
10,202,7078.88
10,203,7111.12
10,204,7143.36
10,205,7175.6
10,206,7207.84
10,207,7240.08
10,208,7272.32
10,209,7304.56
10,210,7336.8
10,211,7369.04
10,212,7401.28
10,213,7433.52
10,214,7465.76
10,215,7498.0
10,216,7530.24
10,217,7562.48
10,218,7594.72
10,219,7626.96
10,220,7659.2
10,221,7691.44
10,222,7723.68
10,223,7755.92
10,224,7788.16
10,225,7820.4
10,226,7852.64
10,227,7884.88
10,228,7917.12
10,229,7949.36
10,230,7981.6
10,231,8013.84
10,232,8046.08
10,233,8078.32
10,234,8110.56
10,235,8142.8
10,236,8175.04
10,237,8207.279999999999
10,238,8239.52
10,239,8271.76
10,240,8304.0
10,241,8336.24
10,242,8368.48
10,243,8400.72
10,244,8432.96
10,245,8465.2
10,246,8497.44
10,247,8529.68
10,248,8561.92
10,249,8594.16
10,250,8626.4
10,251,8658.64
10,252,8690.88
10,253,8723.12
10,254,8755.36
10,255,8787.6
10,256,8819.84
10,257,8852.08
10,258,8884.32
10,259,8916.56
10,260,8948.8
10,261,8981.04
10,262,9013.28
10,263,9045.52
10,264,9077.76
10,265,9110.0
10,266,9142.24
10,267,9174.48
10,268,9206.72
10,269,9238.96
10,270,9271.2
10,271,9303.44
10,272,9335.68
10,273,9367.92
10,274,9400.16
10,275,9432.4
10,276,9464.64
10,277,9496.88
10,278,9529.12
10,279,9561.36
10,280,9593.6
10,281,9625.84
10,282,9658.08
10,283,9690.32
10,284,9722.56
10,285,9754.8
10,286,9787.04
10,287,9819.28
10,288,9851.52
10,289,9883.76
10,290,9916.0
10,291,9948.24
10,292,9980.48
10,293,10012.72
10,294,10044.96
10,295,10077.2
10,296,10109.44
10,297,10141.68
10,298,10173.92
10,299,10206.16
10,300,10238.4
10,301,10270.64
10,302,10302.88
10,303,10335.12
10,304,10367.36
10,305,10399.6
10,306,10431.84
10,307,10464.08
10,308,10496.32
10,309,10528.56
10,310,10560.8
10,311,10593.04
10,312,10625.28
10,313,10657.52
10,314,10689.76
10,315,10722.0
10,316,10754.24
10,317,10786.48
10,318,10818.72
10,319,10850.96
10,320,10883.2
10,321,10915.44
10,322,10947.68
10,323,10979.92
10,324,11012.16
10,325,11044.4
10,326,11076.64
10,327,11108.88
10,328,11141.12
10,329,11173.36
10,330,11205.6
10,331,11237.84
10,332,11270.08
10,333,11302.32
10,334,11334.56
10,335,11366.8
10,336,11399.04
10,337,11431.28
10,338,11463.52
10,339,11495.76
10,340,11528.0
10,341,11560.24
10,342,11592.48
10,343,11624.72
10,344,11656.96
10,345,11689.2
10,346,11721.44
10,347,11753.68
10,348,11785.92
10,349,11818.16
10,350,11850.4
10,351,11882.64
10,352,11914.88
10,353,11947.12
10,354,11979.36
10,355,12011.6
10,356,12043.84
10,357,12076.08
10,358,12108.32
10,359,12140.56
10,360,12172.8
10,361,12205.04
10,362,12237.28
10,363,12269.52
10,364,12301.76
10,365,12334.0
10,366,12366.24
10,367,12398.48
10,368,12430.72
10,369,12462.96
10,370,12495.2
10,371,12527.44
10,372,12559.68
10,373,12591.92
10,374,12624.16
10,375,12656.4
10,376,12688.64
10,377,12720.88
10,378,12753.12
10,379,12785.36
10,380,12817.6
10,381,12849.84
10,382,12882.08
10,383,12914.32
10,384,12946.56
10,385,12978.8
10,386,13011.04
10,387,13043.28
10,388,13075.52
10,389,13107.76
10,390,13140.0
10,391,13172.24
10,392,13204.48
10,393,13236.72
10,394,13268.96
10,395,13301.2
10,396,13333.44
10,397,13365.68
10,398,13397.92
10,399,13430.16
10,400,13462.4
10,401,13494.64
10,402,13526.88
10,403,13559.12
10,404,13591.36
10,405,13623.6
10,406,13655.84
10,407,13688.08
10,408,13720.32
10,409,13752.56
10,410,13784.8
10,411,13817.04
10,412,13849.28
10,413,13881.52
10,414,13913.76
10,415,13946.0
10,416,13978.24
10,417,14010.48
10,418,14042.72
10,419,14074.96
10,420,14107.2
10,421,14139.44
10,422,14171.68
10,423,14203.92
10,424,14236.16
10,425,14268.4
10,426,14300.64
10,427,14332.88
10,428,14365.12
10,429,14397.36
10,430,14429.6
10,431,14461.84
10,432,14494.08
10,433,14526.32
10,434,14558.56
10,435,14590.8
10,436,14623.04
10,437,14655.28
10,438,14687.52
10,439,14719.76
10,440,14752.0
10,441,14784.24
10,442,14816.48
10,443,14848.72
10,444,14880.96
10,445,14913.2
10,446,14945.44
10,447,14977.68
10,448,15009.92
10,449,15042.16
10,450,15074.4
10,451,15106.64
10,452,15138.88
10,453,15171.12
10,454,15203.36
10,455,15235.6
10,456,15267.84
10,457,15300.08
10,458,15332.32
10,459,15364.56
10,460,15396.8
10,461,15429.04
10,462,15461.28
10,463,15493.52
10,464,15525.76
10,465,15558.0
10,466,15590.24
10,467,15622.48
10,468,15654.72
10,469,15686.96
10,470,15719.2
10,471,15751.44
10,472,15783.68
10,473,15815.92
10,474,15848.16
10,475,15880.4
10,476,15912.64
10,477,15944.88
10,478,15977.12
10,479,16009.36
10,480,16041.6
10,481,16073.84
10,482,16106.08
10,483,16138.32
10,484,16170.56
10,485,16202.8
10,486,16235.04
10,487,16267.28
10,488,16299.52
10,489,16331.76
10,490,16364.0
10,491,16396.239999999998
10,492,16428.48
10,493,16460.72
10,494,16492.96
10,495,16525.2
10,496,16557.440000000002
10,497,16589.68
10,498,16621.92
10,499,16654.16
10,500,16686.4
10,501,16718.64
10,502,16750.88
10,503,16783.12
10,504,16815.36
10,505,16847.6
10,506,16879.84
10,507,16912.08
10,508,16944.32
10,509,16976.56
10,510,17008.8
10,511,17041.04
10,512,17073.28
10,513,17105.52
10,514,17137.76
10,515,17170.0
10,516,17202.24
10,517,17234.48
10,518,17266.72
10,519,17298.96
10,520,17331.2
10,521,17363.44
10,522,17395.68
10,523,17427.92
10,524,17460.16
10,525,17492.4
10,526,17524.64
10,527,17556.88
10,528,17589.12
10,529,17621.36
10,530,17653.6
10,531,17685.84
10,532,17718.08
10,533,17750.32
10,534,17782.56
10,535,17814.8
10,536,17847.04
10,537,17879.28
10,538,17911.52
10,539,17943.76
10,540,17976.0
10,541,18008.24
10,542,18040.48
10,543,18072.72
10,544,18104.96
10,545,18137.2
10,546,18169.44
10,547,18201.68
10,548,18233.92
10,549,18266.16
10,550,18298.4
10,551,18330.64
10,552,18362.88
10,553,18395.12
10,554,18427.36
10,555,18459.6
10,556,18491.84
10,557,18524.08
10,558,18556.32
10,559,18588.56
10,560,18620.8
10,561,18653.04
10,562,18685.28
10,563,18717.52
10,564,18749.76
10,565,18782.0
10,566,18814.24
10,567,18846.48
10,568,18878.72
10,569,18910.96
10,570,18943.2
10,571,18975.44
10,572,19007.68
10,573,19039.92
10,574,19072.16
10,575,19104.4
10,576,19136.64
10,577,19168.88
10,578,19201.12
10,579,19233.36
10,580,19265.6
10,581,19297.84
10,582,19330.08
10,583,19362.32
10,584,19394.56
10,585,19426.8
10,586,19459.04
10,587,19491.28
10,588,19523.52
10,589,19555.76
10,590,19588.0
10,591,19620.24
10,592,19652.48
10,593,19684.72
10,594,19716.96
10,595,19749.2
10,596,19781.44
10,597,19813.68
10,598,19845.92
10,599,19878.16
10,600,19910.4
10,601,19942.64
10,602,19974.88
10,603,20007.12
10,604,20039.36
10,605,20071.6
10,606,20103.84
10,607,20136.08
10,608,20168.32
10,609,20200.56
10,610,20232.8
10,611,20265.04
10,612,20297.28
10,613,20329.52
10,614,20361.76
10,615,20394.0
10,616,20426.24
10,617,20458.48
10,618,20490.72
10,619,20522.96
10,620,20555.2
10,621,20587.44
10,622,20619.68
10,623,20651.92
10,624,20684.16
10,625,20716.4
10,626,20748.64
10,627,20780.88
10,628,20813.12
10,629,20845.36
10,630,20877.6
10,631,20909.84
10,632,20942.08
10,633,20974.32
10,634,21006.56
10,635,21038.8
10,636,21071.04
10,637,21103.28
10,638,21135.52
10,639,21167.76
10,640,21200.0
10,641,21232.24
10,642,21264.48
10,643,21296.72
